index,Penalty,Volume,"Comp/LoadCase 1 ""2L""","Comp/LoadCase 2 ""4L""",Compliance/MAX,Mass,Sens/Volume_Min,Sens/Volume_Ave,Sens/Volume_Max,Sens/Compl._Min,Sens/Compl._Ave,Sens/Compl._Max,Freedom Min,Freedom Ave,Freedom Max,SPOT Iterations,Density Mid%,BoundDensityMin%,Density Low%,Density High%,BoundDensityMax%,Convergence,RJ/_Volume_Min,RJ/_Volume_Ave,RJ/_Volume_Max,RJ/_Compl._Min,RJ/_Compl._Ave,RJ/_Compl._Max,Iteration Time,Optimizer Time
382,8.0,419999000.0,1520.89,1520.89,1520.89,3306.32,250000.0,250000.0,250000.0,6.466e-26,2.783,291.7,0.999,0.999,0.999,42.0,4.5,57.9,59.8,30.4,30.0,99.86,3.68,3.68,3.68,0.4993,0.4993,0.4994,nan,nan
383,8.0,420002000.0,1525.53,1525.52,1525.53,3306.52,250000.0,250000.0,250000.0,6.33e-26,2.803,291.7,0.999,0.999,0.999,44.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.4989,0.499,0.499,nan,nan
384,8.0,419999000.0,1520.9,1520.9,1520.9,3306.32,250000.0,250000.0,250000.0,6.465e-26,2.783,291.7,0.999,0.999,0.999,43.0,4.5,57.9,59.8,30.4,30.0,99.86,3.679,3.679,3.679,0.4993,0.4993,0.4994,nan,nan
385,8.0,420002000.0,1525.52,1525.53,1525.53,3306.52,250000.0,250000.0,250000.0,6.33e-26,2.803,291.7,0.999,0.999,0.999,44.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.4989,0.499,0.499,nan,nan
386,8.0,419999000.0,1520.9,1520.9,1520.9,3306.32,250000.0,250000.0,250000.0,6.465e-26,2.783,291.7,0.999,0.999,0.999,43.0,4.5,57.9,59.8,30.4,30.0,99.86,3.679,3.679,3.679,0.4993,0.4993,0.4994,nan,nan
387,8.0,420002000.0,1525.52,1525.51,1525.52,3306.52,250000.0,250000.0,250000.0,6.33e-26,2.803,291.7,0.999,0.999,0.999,44.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.4989,0.499,0.499,nan,nan
388,8.0,419999000.0,1520.9,1520.9,1520.9,3306.32,250000.0,250000.0,250000.0,6.465e-26,2.783,291.7,0.999,0.999,0.999,43.0,4.5,57.9,59.8,30.4,30.0,99.86,3.679,3.679,3.679,0.4993,0.4993,0.4994,nan,nan
389,8.0,0.0,1525.51,1525.52,1525.52,3306.52,250000.0,250000.0,250000.0,6.33e-26,2.803,291.7,0.999,0.999,0.999,40.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.499,0.499,0.499,nan,nan
390,8.0,420002000.0,1520.9,1520.9,1520.9,3306.32,250000.0,250000.0,250000.0,6.464e-26,2.783,291.7,0.999,0.999,0.999,43.0,4.5,57.9,59.8,30.4,30.0,99.86,3.679,3.679,3.679,0.4993,0.4993,0.4994,nan,nan
391,8.0,420010000.0,1525.52,1525.51,1525.52,3306.52,250000.0,250000.0,250000.0,6.33e-26,2.803,291.7,0.999,0.999,0.999,40.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.499,0.499,0.499,nan,nan
392,8.0,420031000.0,1520.9,1520.9,1520.9,3306.32,250000.0,250000.0,250000.0,6.464e-26,2.783,291.7,0.999,0.999,0.999,43.0,4.5,57.9,59.8,30.4,30.0,99.86,3.679,3.679,3.679,0.4993,0.4993,0.4994,nan,nan
393,8.0,420011000.0,1525.51,1525.52,1525.52,3306.52,250000.0,250000.0,250000.0,6.33e-26,2.803,291.7,0.999,0.999,0.999,40.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.499,0.499,0.499,nan,nan
394,8.0,420034000.0,1520.9,1520.9,1520.9,3306.32,250000.0,250000.0,250000.0,6.464e-26,2.783,291.7,0.999,0.999,0.999,43.0,4.5,57.9,59.8,30.4,30.0,99.86,3.679,3.679,3.679,0.4993,0.4993,0.4994,nan,nan
395,8.0,420011000.0,1525.51,1525.51,1525.51,3306.52,250000.0,250000.0,250000.0,6.33e-26,2.803,291.7,0.999,0.999,0.999,40.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.499,0.499,0.499,nan,nan
396,8.0,420035000.0,1520.9,1520.9,1520.9,3306.32,250000.0,250000.0,250000.0,6.464e-26,2.783,291.7,0.999,0.999,0.999,43.0,4.5,57.9,59.8,30.4,30.0,99.86,3.679,3.679,3.679,0.4993,0.4993,0.4994,nan,nan
397,8.0,420011000.0,1525.51,1525.51,1525.51,3306.52,250000.0,250000.0,250000.0,6.33e-26,2.803,291.7,0.999,0.999,0.999,40.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.499,0.499,0.499,nan,nan
398,8.0,420036000.0,1520.9,1520.9,1520.9,3306.32,250000.0,250000.0,250000.0,6.464e-26,2.783,291.7,0.999,0.999,0.999,43.0,4.5,57.9,59.8,30.4,30.0,99.86,3.679,3.679,3.679,0.4993,0.4993,0.4994,nan,nan
399,8.0,420010000.0,1525.51,1525.51,1525.51,3306.52,250000.0,250000.0,250000.0,6.33e-26,2.803,291.7,0.999,0.999,0.999,40.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.499,0.499,0.499,nan,nan
400,8.0,420035000.0,1520.9,1520.9,1520.9,3306.32,250000.0,250000.0,250000.0,6.464e-26,2.783,291.7,0.999,0.999,0.999,43.0,4.5,57.9,59.8,30.4,30.0,99.86,3.679,3.679,3.679,0.4993,0.4993,0.4994,nan,nan
401,8.0,420010000.0,1525.5,1525.51,1525.51,3306.52,250000.0,250000.0,250000.0,6.33e-26,2.803,291.7,0.999,0.999,0.999,40.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.499,0.499,0.499,nan,nan
402,8.0,420036000.0,1520.9,1520.9,1520.9,3306.32,250000.0,250000.0,250000.0,6.464e-26,2.783,291.7,0.999,0.999,0.999,43.0,4.5,57.9,59.8,30.4,30.0,99.86,3.679,3.679,3.679,0.4993,0.4993,0.4994,nan,nan
403,8.0,420010000.0,1525.51,1525.5,1525.51,3306.52,250000.0,250000.0,250000.0,6.329e-26,2.803,291.7,0.999,0.999,0.999,40.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.499,0.499,0.499,nan,nan
404,8.0,420036000.0,1520.9,1520.9,1520.9,3306.32,250000.0,250000.0,250000.0,6.464e-26,2.783,291.7,0.999,0.999,0.999,43.0,4.5,57.9,59.8,30.4,30.0,99.86,3.679,3.679,3.679,0.4993,0.4993,0.4994,nan,nan
405,nan,420010000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
406,nan,420036000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
407,nan,420010000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
408,nan,420036000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
409,nan,420010000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
410,nan,420036000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
411,nan,420010000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
412,nan,420036000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
413,nan,420010000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
414,nan,420036000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
415,nan,420010000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
416,nan,420036000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
417,nan,420010000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
418,nan,420036000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
419,nan,420010000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
