index,Penalty,Volume,"Comp/LoadCase 1 ""2L""","Comp/LoadCase 2 ""4L""",Compliance/MAX,Mass,Sens/Volume_Min,Sens/Volume_Ave,Sens/Volume_Max,Sens/Compl._Min,Sens/Compl._Ave,Sens/Compl._Max,Freedom Min,Freedom Ave,Freedom Max,SPOT Iterations,Density Mid%,BoundDensityMin%,Density Low%,Density High%,BoundDensityMax%,Convergence,RJ/_Volume_Min,RJ/_Volume_Ave,RJ/_Volume_Max,RJ/_Compl._Min,RJ/_Compl._Ave,RJ/_Compl._Max,Iteration Time,Optimizer Time
281,6.0,420009000.0,1516.6,1516.62,1516.62,3306.47,250000.0,250000.0,250000.0,4.859e-20,2.131,218.8,0.999,0.999,0.999,38.0,4.3,56.7,59.5,30.7,29.8,99.9,2.982,2.982,2.982,0.4996,0.4997,0.4998,nan,nan
282,6.0,420007000.0,1514.09,1514.1,1514.1,3306.45,250000.0,250000.0,250000.0,4.917e-20,2.122,218.8,0.999,0.999,0.999,44.0,4.6,56.7,59.5,30.3,29.7,99.9,2.894,2.894,2.894,0.4995,0.4999,0.5002,nan,nan
283,6.0,420010000.0,1516.75,1516.72,1516.75,3306.3,250000.0,250000.0,250000.0,4.859e-20,2.131,218.8,0.999,0.999,0.999,45.0,4.3,56.7,59.5,30.7,29.8,99.9,2.982,2.982,2.982,0.4992,0.4997,0.5002,nan,nan
284,6.0,420007000.0,1514.11,1514.17,1514.17,3306.31,250000.0,250000.0,250000.0,4.917e-20,2.122,218.8,0.999,0.999,0.999,43.0,4.6,56.7,59.5,30.3,29.7,99.9,2.892,2.892,2.892,0.4994,0.4998,0.5001,nan,nan
285,6.5,420027000.0,1520.98,1520.92,1520.98,3306.3,250000.0,250000.0,250000.0,1.67e-21,2.276,237.0,0.999,0.999,0.999,55.0,4.3,56.8,59.5,30.7,29.9,99.88,3.192,3.192,3.192,0.4995,0.4995,0.4995,nan,nan
286,6.5,420007000.0,1516.45,1516.45,1516.45,3306.24,250000.0,250000.0,250000.0,1.685e-21,2.275,237.0,0.999,0.999,0.999,37.0,4.5,57.0,59.6,30.5,29.9,99.87,3.081,3.081,3.081,0.4995,0.4996,0.4997,nan,nan
287,6.5,420010000.0,1519.34,1519.32,1519.34,3306.44,250000.0,250000.0,250000.0,1.658e-21,2.293,237.0,0.999,0.999,0.999,35.0,4.3,57.1,59.6,30.7,29.8,99.88,3.197,3.197,3.197,0.4995,0.4995,0.4995,nan,nan
288,6.5,420007000.0,1516.01,1516.02,1516.02,3306.48,250000.0,250000.0,250000.0,1.681e-21,2.284,237.0,0.999,0.999,0.999,36.0,4.5,57.1,59.6,30.5,29.9,99.88,3.087,3.087,3.087,0.4997,0.4997,0.4997,nan,nan
289,6.5,420010000.0,1519.35,1519.33,1519.35,3306.44,250000.0,250000.0,250000.0,1.656e-21,2.297,237.0,0.999,0.999,0.999,35.0,4.3,57.1,59.6,30.7,29.9,99.88,3.199,3.199,3.199,0.4995,0.4995,0.4995,nan,nan
290,6.5,420007000.0,1515.96,1515.97,1515.97,3306.49,250000.0,250000.0,250000.0,1.679e-21,2.286,237.0,0.999,0.999,0.999,37.0,4.5,57.1,59.6,30.5,29.9,99.88,3.086,3.086,3.086,0.4997,0.4997,0.4997,nan,nan
291,6.5,420026000.0,1519.39,1519.38,1519.39,3306.43,250000.0,250000.0,250000.0,1.654e-21,2.298,237.0,0.999,0.999,0.999,35.0,4.3,57.1,59.6,30.7,29.9,99.88,3.199,3.199,3.199,0.4994,0.4994,0.4995,nan,nan
292,6.5,420029000.0,1515.93,1515.95,1515.95,3306.5,250000.0,250000.0,250000.0,1.679e-21,2.286,237.0,0.999,0.999,0.999,57.0,4.5,57.1,59.6,30.4,29.8,99.88,3.088,3.088,3.088,0.4998,0.4998,0.4998,nan,nan
293,6.5,420026000.0,1519.56,1519.55,1519.56,3306.24,250000.0,250000.0,250000.0,1.654e-21,2.299,237.0,0.999,0.999,0.999,35.0,4.3,57.1,59.6,30.7,29.9,99.88,3.197,3.197,3.197,0.4993,0.4993,0.4993,nan,nan
294,6.5,420008000.0,1515.87,1515.89,1515.89,3306.51,250000.0,250000.0,250000.0,1.678e-21,2.286,237.0,0.999,0.999,0.999,57.0,4.5,57.1,59.6,30.4,29.8,99.88,3.087,3.087,3.087,0.4998,0.4998,0.4998,nan,nan
295,6.5,420009000.0,1519.59,1519.58,1519.59,3306.24,250000.0,250000.0,250000.0,1.653e-21,2.299,237.0,0.999,0.999,0.999,35.0,4.3,57.1,59.6,30.7,29.9,99.87,3.197,3.197,3.197,0.4993,0.4993,0.4993,nan,nan
296,6.5,0.0,1515.86,1515.87,1515.87,3306.52,250000.0,250000.0,250000.0,1.678e-21,2.286,237.0,0.999,0.999,0.999,58.0,4.5,57.1,59.6,30.4,29.8,99.87,3.087,3.087,3.087,0.4998,0.4998,0.4998,nan,nan
297,6.5,420007000.0,1519.62,1519.62,1519.62,3306.24,250000.0,250000.0,250000.0,1.653e-21,2.299,237.0,0.999,0.999,0.999,35.0,4.3,57.1,59.6,30.7,30.0,99.87,3.198,3.198,3.198,0.4993,0.4993,0.4993,nan,nan
298,6.5,420000000.0,1515.85,1515.87,1515.87,3306.52,250000.0,250000.0,250000.0,1.678e-21,2.286,237.0,0.999,0.999,0.999,58.0,4.5,57.1,59.6,30.4,29.8,99.87,3.086,3.086,3.086,0.4998,0.4998,0.4998,nan,nan
299,6.5,420026000.0,1519.64,1519.63,1519.64,3306.24,250000.0,250000.0,250000.0,1.653e-21,2.299,237.0,0.999,0.999,0.999,35.0,4.3,57.1,59.6,30.7,30.0,99.87,3.198,3.198,3.198,0.4992,0.4993,0.4993,nan,nan
300,6.5,420031000.0,1515.85,1515.87,1515.87,3306.52,250000.0,250000.0,250000.0,1.678e-21,2.286,237.0,0.999,0.999,0.999,56.0,4.5,57.1,59.6,30.4,29.8,99.87,3.086,3.086,3.086,0.4998,0.4998,0.4998,nan,nan
301,6.5,420025000.0,1519.65,1519.65,1519.65,3306.24,250000.0,250000.0,250000.0,1.652e-21,2.299,237.0,0.999,0.999,0.999,35.0,4.3,57.1,59.6,30.6,30.0,99.87,3.198,3.198,3.198,0.4992,0.4993,0.4993,nan,nan
302,6.5,420031000.0,1515.85,1515.87,1515.87,3306.52,250000.0,250000.0,250000.0,1.678e-21,2.286,237.0,0.999,0.999,0.999,56.0,4.5,57.1,59.6,30.4,29.8,99.87,3.086,3.086,3.086,0.4998,0.4998,0.4998,nan,nan
303,6.5,420025000.0,1519.66,1519.65,1519.66,3306.24,250000.0,250000.0,250000.0,1.652e-21,2.299,237.0,0.999,0.999,0.999,35.0,4.3,57.1,59.6,30.6,30.0,99.87,3.198,3.198,3.198,0.4992,0.4993,0.4993,nan,nan
304,6.5,420033000.0,1515.85,1515.87,1515.87,3306.52,250000.0,250000.0,250000.0,1.678e-21,2.286,237.0,0.999,0.999,0.999,56.0,4.5,57.1,59.6,30.4,29.8,99.87,3.086,3.086,3.086,0.4997,0.4998,0.4998,nan,nan
305,6.5,420000000.0,1519.66,1519.66,1519.66,3306.24,250000.0,250000.0,250000.0,1.652e-21,2.299,237.0,0.999,0.999,0.999,42.0,4.3,57.1,59.6,30.6,30.0,99.87,3.202,3.202,3.202,0.499,0.4994,0.4997,nan,nan
306,6.5,420034000.0,1516.04,1516.0,1516.04,3306.26,250000.0,250000.0,250000.0,1.678e-21,2.286,237.0,0.999,0.999,0.999,56.0,4.5,57.1,59.6,30.4,29.8,99.87,3.082,3.082,3.082,0.4995,0.4996,0.4997,nan,nan
307,6.5,420000000.0,1519.58,1519.58,1519.58,3306.24,250000.0,250000.0,250000.0,1.652e-21,2.299,237.0,0.999,0.999,0.999,55.0,4.3,57.1,59.6,30.6,30.0,99.87,3.202,3.202,3.202,0.4993,0.4994,0.4995,nan,nan
308,6.5,420035000.0,1516.03,1516.04,1516.04,3306.24,250000.0,250000.0,250000.0,1.678e-21,2.286,237.0,0.999,0.999,0.999,56.0,4.5,57.1,59.6,30.4,29.8,99.87,3.082,3.082,3.082,0.4996,0.4996,0.4997,nan,nan
309,6.5,420000000.0,1519.56,1519.55,1519.56,3306.24,250000.0,250000.0,250000.0,1.652e-21,2.299,237.0,0.999,0.999,0.999,55.0,4.3,57.1,59.6,30.6,30.0,99.87,3.202,3.202,3.202,0.4994,0.4994,0.4995,nan,nan
310,6.5,420035000.0,1516.03,1516.04,1516.04,3306.24,250000.0,250000.0,250000.0,1.678e-21,2.286,237.0,0.999,0.999,0.999,56.0,4.5,57.1,59.6,30.4,29.8,99.87,3.083,3.083,3.083,0.4996,0.4996,0.4997,nan,nan
311,6.5,420000000.0,1519.55,1519.54,1519.55,3306.23,250000.0,250000.0,250000.0,1.652e-21,2.299,237.0,0.999,0.999,0.999,42.0,4.3,57.1,59.6,30.6,30.0,99.87,3.201,3.201,3.201,0.4991,0.4994,0.4997,nan,nan
312,6.5,420036000.0,1516.04,1515.99,1516.04,3306.26,250000.0,250000.0,250000.0,1.677e-21,2.286,237.0,0.999,0.999,0.999,57.0,4.5,57.1,59.6,30.4,29.8,99.87,3.083,3.083,3.083,0.4996,0.4996,0.4997,nan,nan
313,6.5,420000000.0,1519.54,1519.54,1519.54,3306.24,250000.0,250000.0,250000.0,1.652e-21,2.299,237.0,0.999,0.999,0.999,55.0,4.3,57.1,59.6,30.6,30.0,99.87,3.202,3.202,3.202,0.4993,0.4994,0.4995,nan,nan
314,6.5,420036000.0,1516.03,1516.03,1516.03,3306.24,250000.0,250000.0,250000.0,1.678e-21,2.286,237.0,0.999,0.999,0.999,37.0,4.5,57.1,59.6,30.4,29.8,99.87,3.08,3.08,3.08,0.4995,0.4996,0.4996,nan,nan
315,7.0,420000000.0,1523.23,1523.22,1523.23,3306.43,250000.0,250000.0,250000.0,5.642e-23,2.447,255.3,0.999,0.999,0.999,57.0,4.2,57.2,59.6,30.7,30.1,99.87,3.408,3.408,3.408,0.4993,0.4993,0.4993,nan,nan
316,7.0,420036000.0,1518.09,1518.09,1518.09,3306.27,250000.0,250000.0,250000.0,5.73e-23,2.441,255.3,0.999,0.999,0.999,54.0,4.5,57.2,59.6,30.4,29.9,99.86,3.281,3.281,3.281,0.4995,0.4996,0.4997,nan,nan
317,7.0,420000000.0,1521.91,1521.9,1521.91,3306.24,250000.0,250000.0,250000.0,5.615e-23,2.461,255.3,0.999,0.999,0.999,56.0,4.3,57.2,59.7,30.7,30.1,99.87,3.411,3.411,3.411,0.4992,0.4993,0.4993,nan,nan
318,7.0,420003000.0,1517.83,1517.83,1517.83,3306.27,250000.0,250000.0,250000.0,5.701e-23,2.449,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.284,3.284,3.284,0.4996,0.4996,0.4997,nan,nan
319,7.0,420000000.0,1521.81,1521.81,1521.81,3306.24,250000.0,250000.0,250000.0,5.596e-23,2.466,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4993,nan,nan
320,7.0,419999000.0,1517.8,1517.8,1517.8,3306.27,250000.0,250000.0,250000.0,5.69e-23,2.451,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
321,7.0,420000000.0,1521.79,1521.78,1521.79,3306.24,250000.0,250000.0,250000.0,5.589e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4993,nan,nan
322,7.0,419999000.0,1517.79,1517.79,1517.79,3306.27,250000.0,250000.0,250000.0,5.686e-23,2.451,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
323,7.0,419999000.0,1521.77,1521.78,1521.78,3306.24,250000.0,250000.0,250000.0,5.587e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4993,nan,nan
324,7.0,420003000.0,1517.79,1517.79,1517.79,3306.27,250000.0,250000.0,250000.0,5.684e-23,2.452,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
325,7.0,420000000.0,1521.77,1521.77,1521.77,3306.24,250000.0,250000.0,250000.0,5.586e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4993,nan,nan
326,7.0,419999000.0,1517.79,1517.79,1517.79,3306.27,250000.0,250000.0,250000.0,5.684e-23,2.452,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
327,7.0,0.0,1521.76,1521.77,1521.77,3306.24,250000.0,250000.0,250000.0,5.585e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4993,nan,nan
328,7.0,420024000.0,1517.78,1517.78,1517.78,3306.27,250000.0,250000.0,250000.0,5.683e-23,2.452,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
329,7.0,420003000.0,1521.77,1521.76,1521.77,3306.24,250000.0,250000.0,250000.0,5.585e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4993,nan,nan
330,7.0,419999000.0,1517.78,1517.78,1517.78,3306.27,250000.0,250000.0,250000.0,5.683e-23,2.452,255.3,0.999,0.999,0.999,38.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4994,0.4996,0.4998,nan,nan
331,7.0,420004000.0,1521.78,1521.73,1521.78,3306.25,250000.0,250000.0,250000.0,5.584e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4993,nan,nan
332,7.0,420000000.0,1517.79,1517.78,1517.79,3306.27,250000.0,250000.0,250000.0,5.682e-23,2.452,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
333,7.0,420004000.0,1521.77,1521.75,1521.77,3306.24,250000.0,250000.0,250000.0,5.584e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4992,nan,nan
334,7.0,420000000.0,1517.79,1517.78,1517.79,3306.27,250000.0,250000.0,250000.0,5.682e-23,2.452,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
335,7.0,420004000.0,1521.77,1521.75,1521.77,3306.24,250000.0,250000.0,250000.0,5.584e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4992,nan,nan
336,7.0,420000000.0,1517.79,1517.78,1517.79,3306.27,250000.0,250000.0,250000.0,5.682e-23,2.452,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
337,7.0,420004000.0,1521.77,1521.75,1521.77,3306.24,250000.0,250000.0,250000.0,5.584e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4992,nan,nan
338,7.0,420000000.0,1517.78,1517.78,1517.78,3306.27,250000.0,250000.0,250000.0,5.682e-23,2.452,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
339,7.0,420004000.0,1521.77,1521.75,1521.77,3306.24,250000.0,250000.0,250000.0,5.584e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4992,nan,nan
340,7.0,420000000.0,1517.78,1517.78,1517.78,3306.27,250000.0,250000.0,250000.0,5.682e-23,2.452,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
341,7.0,420004000.0,1521.77,1521.75,1521.77,3306.24,250000.0,250000.0,250000.0,5.584e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4992,nan,nan
342,7.0,420000000.0,1517.78,1517.78,1517.78,3306.27,250000.0,250000.0,250000.0,5.682e-23,2.452,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
343,7.0,420004000.0,1521.76,1521.75,1521.76,3306.24,250000.0,250000.0,250000.0,5.584e-23,2.467,255.3,0.999,0.999,0.999,57.0,4.3,57.3,59.7,30.7,30.1,99.87,3.412,3.412,3.412,0.4992,0.4992,0.4992,nan,nan
344,7.0,420001000.0,1517.78,1517.78,1517.78,3306.27,250000.0,250000.0,250000.0,5.682e-23,2.452,255.3,0.999,0.999,0.999,56.0,4.5,57.3,59.7,30.4,29.9,99.87,3.285,3.285,3.285,0.4996,0.4996,0.4997,nan,nan
345,7.5,420004000.0,1525.22,1525.2,1525.22,3306.24,250000.0,250000.0,250000.0,1.898e-24,2.616,273.5,0.999,0.999,0.999,54.0,4.2,57.5,59.7,30.7,30.2,99.87,3.616,3.616,3.616,0.499,0.499,0.4991,nan,nan
346,7.5,420000000.0,1519.59,1519.58,1519.59,3306.24,250000.0,250000.0,250000.0,1.92e-24,2.608,273.5,0.999,0.999,0.999,47.0,4.5,57.5,59.8,30.4,29.9,99.86,3.482,3.482,3.482,0.4995,0.4995,0.4995,nan,nan
347,7.5,420004000.0,1523.86,1523.85,1523.86,3306.23,250000.0,250000.0,250000.0,1.877e-24,2.63,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.8,30.7,30.2,99.87,3.621,3.621,3.621,0.499,0.4991,0.4991,nan,nan
348,7.5,420000000.0,1519.44,1519.44,1519.44,3306.23,250000.0,250000.0,250000.0,1.914e-24,2.616,273.5,0.999,0.999,0.999,46.0,4.5,57.6,59.8,30.4,29.9,99.86,3.485,3.485,3.485,0.4995,0.4995,0.4995,nan,nan
349,7.5,420004000.0,1523.78,1523.77,1523.78,3306.23,250000.0,250000.0,250000.0,1.876e-24,2.634,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.7,30.7,30.2,99.86,3.622,3.622,3.622,0.499,0.499,0.4991,nan,nan
350,7.5,420000000.0,1519.43,1519.42,1519.43,3306.23,250000.0,250000.0,250000.0,1.913e-24,2.617,273.5,0.999,0.999,0.999,48.0,4.5,57.6,59.8,30.4,29.9,99.86,3.485,3.485,3.485,0.4995,0.4995,0.4996,nan,nan
351,7.5,420004000.0,1523.76,1523.75,1523.76,3306.24,250000.0,250000.0,250000.0,1.875e-24,2.635,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.7,30.7,30.2,99.86,3.623,3.623,3.623,0.499,0.4991,0.4991,nan,nan
352,7.5,420000000.0,1519.42,1519.42,1519.42,3306.23,250000.0,250000.0,250000.0,1.912e-24,2.618,273.5,0.999,0.999,0.999,43.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4995,0.4996,0.4996,nan,nan
353,7.5,420004000.0,1523.74,1523.73,1523.74,3306.25,250000.0,250000.0,250000.0,1.875e-24,2.635,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.7,30.7,30.2,99.86,3.623,3.623,3.623,0.4991,0.4991,0.4991,nan,nan
354,7.5,420000000.0,1519.42,1519.42,1519.42,3306.23,250000.0,250000.0,250000.0,1.912e-24,2.618,273.5,0.999,0.999,0.999,43.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4995,0.4996,0.4996,nan,nan
355,7.5,420004000.0,1523.74,1523.73,1523.74,3306.25,250000.0,250000.0,250000.0,1.875e-24,2.635,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.7,30.7,30.2,99.86,3.623,3.623,3.623,0.499,0.4991,0.4991,nan,nan
356,7.5,420000000.0,1519.42,1519.42,1519.42,3306.23,250000.0,250000.0,250000.0,1.912e-24,2.618,273.5,0.999,0.999,0.999,47.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4995,0.4995,0.4995,nan,nan
357,7.5,420004000.0,1523.75,1523.74,1523.75,3306.23,250000.0,250000.0,250000.0,1.875e-24,2.635,273.5,0.999,0.999,0.999,52.0,4.3,57.6,59.8,30.7,30.2,99.86,3.622,3.622,3.622,0.4991,0.4991,0.4991,nan,nan
358,7.5,0.0,1519.41,1519.41,1519.41,3306.24,250000.0,250000.0,250000.0,1.912e-24,2.618,273.5,0.999,0.999,0.999,44.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4996,0.4996,0.4996,nan,nan
359,7.5,420000000.0,1523.74,1523.73,1523.74,3306.25,250000.0,250000.0,250000.0,1.874e-24,2.635,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.8,30.7,30.2,99.86,3.623,3.623,3.623,0.499,0.4991,0.4991,nan,nan
360,7.5,420000000.0,1519.42,1519.42,1519.42,3306.23,250000.0,250000.0,250000.0,1.912e-24,2.618,273.5,0.999,0.999,0.999,44.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4995,0.4996,0.4996,nan,nan
361,7.5,419999000.0,1523.73,1523.73,1523.73,3306.25,250000.0,250000.0,250000.0,1.874e-24,2.635,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.8,30.7,30.2,99.86,3.623,3.623,3.623,0.499,0.4991,0.4991,nan,nan
362,7.5,419998000.0,1519.42,1519.42,1519.42,3306.23,250000.0,250000.0,250000.0,1.912e-24,2.618,273.5,0.999,0.999,0.999,44.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4995,0.4996,0.4996,nan,nan
363,7.5,419999000.0,1523.73,1523.73,1523.73,3306.25,250000.0,250000.0,250000.0,1.874e-24,2.635,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.8,30.7,30.2,99.86,3.623,3.623,3.623,0.499,0.4991,0.4991,nan,nan
364,7.5,419999000.0,1519.42,1519.42,1519.42,3306.23,250000.0,250000.0,250000.0,1.912e-24,2.618,273.5,0.999,0.999,0.999,44.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4995,0.4996,0.4996,nan,nan
365,7.5,420001000.0,1523.73,1523.73,1523.73,3306.25,250000.0,250000.0,250000.0,1.874e-24,2.635,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.8,30.7,30.2,99.86,3.623,3.623,3.623,0.499,0.4991,0.4991,nan,nan
366,7.5,419999000.0,1519.42,1519.42,1519.42,3306.23,250000.0,250000.0,250000.0,1.912e-24,2.618,273.5,0.999,0.999,0.999,44.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4995,0.4996,0.4996,nan,nan
367,7.5,420002000.0,1523.73,1523.72,1523.73,3306.25,250000.0,250000.0,250000.0,1.874e-24,2.635,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.8,30.7,30.2,99.86,3.623,3.623,3.623,0.499,0.4991,0.4991,nan,nan
368,7.5,419999000.0,1519.42,1519.42,1519.42,3306.23,250000.0,250000.0,250000.0,1.912e-24,2.618,273.5,0.999,0.999,0.999,44.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4995,0.4996,0.4996,nan,nan
369,7.5,420002000.0,1523.72,1523.73,1523.73,3306.25,250000.0,250000.0,250000.0,1.874e-24,2.635,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.8,30.7,30.2,99.86,3.623,3.623,3.623,0.499,0.4991,0.4991,nan,nan
370,7.5,419999000.0,1519.42,1519.42,1519.42,3306.23,250000.0,250000.0,250000.0,1.912e-24,2.618,273.5,0.999,0.999,0.999,44.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4995,0.4996,0.4996,nan,nan
371,7.5,419999000.0,1523.72,1523.72,1523.72,3306.25,250000.0,250000.0,250000.0,1.874e-24,2.635,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.8,30.7,30.2,99.86,3.623,3.623,3.623,0.499,0.4991,0.4991,nan,nan
372,7.5,420000000.0,1519.42,1519.42,1519.42,3306.23,250000.0,250000.0,250000.0,1.912e-24,2.618,273.5,0.999,0.999,0.999,44.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4995,0.4996,0.4996,nan,nan
373,7.5,420002000.0,1523.72,1523.72,1523.72,3306.25,250000.0,250000.0,250000.0,1.874e-24,2.635,273.5,0.999,0.999,0.999,41.0,4.3,57.6,59.8,30.7,30.2,99.86,3.623,3.623,3.623,0.499,0.4991,0.4991,nan,nan
374,7.5,419999000.0,1519.42,1519.42,1519.42,3306.23,250000.0,250000.0,250000.0,1.911e-24,2.618,273.5,0.999,0.999,0.999,44.0,4.5,57.6,59.8,30.4,30.0,99.86,3.485,3.485,3.485,0.4995,0.4996,0.4996,nan,nan
375,8.0,420002000.0,1526.87,1526.87,1526.87,3306.25,250000.0,250000.0,250000.0,6.335e-26,2.785,291.7,0.999,0.999,0.999,45.0,4.2,57.8,59.8,30.8,30.2,99.86,3.824,3.824,3.824,0.4988,0.4988,0.4988,nan,nan
376,8.0,419999000.0,1520.94,1520.94,1520.94,3306.32,250000.0,250000.0,250000.0,6.472e-26,2.774,291.7,0.999,0.999,0.999,42.0,4.5,57.8,59.8,30.4,30.0,99.85,3.678,3.678,3.678,0.4993,0.4994,0.4994,nan,nan
377,8.0,420002000.0,1525.61,1525.62,1525.62,3306.48,250000.0,250000.0,250000.0,6.333e-26,2.799,291.7,0.999,0.999,0.999,44.0,4.2,57.9,59.8,30.8,30.2,99.86,3.834,3.834,3.834,0.499,0.499,0.499,nan,nan
378,8.0,419999000.0,1520.89,1520.89,1520.89,3306.33,250000.0,250000.0,250000.0,6.468e-26,2.781,291.7,0.999,0.999,0.999,42.0,4.5,57.9,59.8,30.4,30.0,99.86,3.68,3.68,3.68,0.4993,0.4994,0.4994,nan,nan
379,8.0,420002000.0,1525.55,1525.55,1525.55,3306.5,250000.0,250000.0,250000.0,6.331e-26,2.802,291.7,0.999,0.999,0.999,45.0,4.2,57.9,59.8,30.8,30.2,99.86,3.835,3.835,3.835,0.499,0.499,0.499,nan,nan
380,8.0,419999000.0,1520.89,1520.89,1520.89,3306.32,250000.0,250000.0,250000.0,6.466e-26,2.783,291.7,0.999,0.999,0.999,42.0,4.5,57.9,59.8,30.4,30.0,99.86,3.68,3.68,3.68,0.4993,0.4993,0.4994,nan,nan
381,8.0,420002000.0,1525.53,1525.54,1525.54,3306.51,250000.0,250000.0,250000.0,6.331e-26,2.803,291.7,0.999,0.999,0.999,45.0,4.2,57.9,59.8,30.8,30.2,99.86,3.836,3.836,3.836,0.4989,0.499,0.499,nan,nan
